symbol,entry_date,entry_price,prediction,actual_return,target_hit,cumulative_return
NSE:GRSE-EQ,2025-01-13,1371.4,0.64,0.2467186816392007,1.0,0.24671868163920063
NSE:INDIGO-EQ,2025-01-13,4001.4,0.66,0.1288424051581945,1.0,0.40734891513724847
NSE:BAJAJFINSV-EQ,2025-01-13,1674.15,0.61,0.1086222859361466,0.0,0.5602183714092124
NSE:HDFCSILVER-EQ,2025-01-13,87.36,0.74,0.0720009157509158,1.0,0.6725555229220781
NSE:SILVERADD-EQ,2025-01-14,86.68,0.67,0.0904476234425471,1.0,0.8238341950460866
NSE:LTF-EQ,2025-01-14,133.73,0.63,0.1582292679279144,1.0,1.112418144550126
NSE:SBICARD-EQ,2025-01-14,734.7,0.67,0.1521709541309377,1.0,1.433866829129824
NSE:SILVERBEES-EQ,2025-01-14,86.27,0.71,0.0799814535759824,1.0,1.6285310359339946
NSE:INDIGO-EQ,2025-01-14,3995.0,0.63,0.130650813516896,1.0,1.9719507541331804
NSE:HDFCSILVER-EQ,2025-01-14,86.38,0.65,0.0841630006946053,1.0,2.222079047517624
NSE:BHARTIARTL-EQ,2025-01-15,1607.45,0.62,0.0622725434694702,1.0,2.4227261050662343
NSE:SDBL-EQ,2025-01-15,107.46,0.67,0.0748185371300949,0.0,2.6788094652442775
NSE:DEEPAKFERT-EQ,2025-01-15,1139.7,0.62,0.1538124067737123,0.0,3.2446560031554137
NSE:BAJAJFINSV-EQ,2025-01-15,1671.65,0.61,0.1102802620165703,0.0,3.712757779353601
NSE:HDFCSILVER-EQ,2025-01-15,87.44,0.62,0.0710201280878317,1.0,4.047458440490219
NSE:BDL-EQ,2025-01-15,1134.0,0.64,0.1867724867724867,1.0,4.990184805301355
NSE:SILVERBEES-EQ,2025-01-15,87.32,0.69,0.0669949610627577,1.0,5.391497003091241
NSE:NH-EQ,2025-01-16,1310.15,0.61,0.0819371827653321,0.0,5.915198261177601
NSE:SPIC-EQ,2025-01-16,73.48,0.61,0.1235710397387043,1.0,6.769716500310596
NSE:SDBL-EQ,2025-01-17,108.32,0.74,0.0662850812407681,0.0,7.28473278975142
NSE:DEEPAKFERT-EQ,2025-01-17,1206.75,0.65,0.0897037497410399,0.0,8.027904386594669
NSE:SILVERBEES-EQ,2025-01-20,87.73,0.68,0.081158098711957,1.0,8.76059194196403
NSE:HDFCSILVER-EQ,2025-01-20,87.99,0.75,0.0768269121491079,1.0,9.51046808161259
NSE:HEROMOTOCO-EQ,2025-01-20,4092.1,0.61,0.1052882383128466,0.0,10.617096749768985
NSE:SILVERADD-EQ,2025-01-21,88.17,0.63,0.085289781104684,1.0,11.607916388628718
NSE:SILVERADD-EQ,2025-01-22,88.92,0.66,0.0761358524516418,1.0,12.56783085051599
NSE:SILVERBEES-EQ,2025-01-22,88.61,0.63,0.0704209457171876,1.0,13.52329033034016
NSE:BAJAJFINSV-EQ,2025-01-22,1743.3,0.63,0.0978030172661045,0.0,14.943711945279066
NSE:TVSMOTOR-EQ,2025-01-22,2273.25,0.61,0.1965247992961618,1.0,18.077046735360852
NSE:HDFCGOLD-EQ,2025-01-23,69.46,0.63,0.1056723293982148,1.0,20.09296270192504
NSE:HEROMOTOCO-EQ,2025-01-23,4100.35,0.61,0.1030643725535623,0.0,22.266895668094634
NSE:HDFCSILVER-EQ,2025-01-23,87.98,0.64,0.0780859286201408,1.0,24.083712822445733
NSE:BAJAJFINSV-EQ,2025-01-23,1746.15,0.64,0.0960112246943274,0.0,26.492030810409553
NSE:GOLDIETF-EQ,2025-01-23,69.49,0.63,0.1080731040437473,1.0,29.46317991655685
NSE:SILVERBEES-EQ,2025-01-24,88.67,0.61,0.0696966279463177,1.0,31.586360833262844
NSE:NH-EQ,2025-01-24,1305.35,0.62,0.0877542421572759,0.0,34.445952232849365
NSE:BAJAJFINSV-EQ,2025-01-27,1711.6,0.65,0.1181350782893199,0.0,38.633362574916525
NSE:SILVERBEES-EQ,2025-01-27,87.59,0.69,0.0828861742208013,1.0,41.918420370257245
NSE:GOLDIETF-EQ,2025-01-27,69.82,0.69,0.1028358636493842,1.0,46.33197319549998
NSE:HDFCSILVER-EQ,2025-01-27,87.67,0.72,0.0838371164594501,1.0,50.300149344546675
NSE:AEGISLOG-EQ,2025-01-27,651.1,0.62,0.3004914759637536,0.0,65.7154069382505
NSE:SDBL-EQ,2025-01-27,103.26,0.62,0.1582413325585898,0.0,76.27254183434785
NSE:INDHOTEL-EQ,2025-01-28,753.7,0.63,0.1091946397770995,0.0,84.71028920461032
NSE:NH-EQ,2025-01-28,1269.1,0.63,0.1267827594358207,1.0,95.57687618201304
NSE:BHARTIARTL-EQ,2025-01-28,1618.35,0.72,0.068001359409275,1.0,102.14423504989115
NSE:SILVERBEES-EQ,2025-01-28,87.1,0.63,0.0889781859931113,1.0,111.32182198027756
NSE:HDFCSILVER-EQ,2025-01-28,87.27,0.68,0.1109201329208205,1.0,123.78057340423868
NSE:GABRIEL-EQ,2025-01-28,397.25,0.61,0.3089993706733794,1.0,162.33769205841185
NSE:GOLDIETF-EQ,2025-01-28,69.79,0.63,0.103309929789368,1.0,179.2120975569238
NSE:SDBL-EQ,2025-01-28,103.2,0.66,0.1589147286821704,0.0,207.85045414542716
NSE:BHARTIARTL-EQ,2025-01-29,1600.45,0.72,0.079946265112937,1.0,224.54726792149478
NSE:JSWSTEEL-EQ,2025-01-29,937.6,0.62,0.0569005972696246,1.0,237.38104217875988
NSE:SDBL-EQ,2025-01-29,102.28,0.62,0.1693390692217441,0.0,277.7482659814204
NSE:BERGEPAINT-EQ,2025-01-29,458.8,0.62,0.1050566695727985,1.0,307.032630454621
NSE:HDFCSILVER-EQ,2025-01-29,88.18,0.62,0.0994556588795644,1.0,337.6682186728907
NSE:SILVERADD-EQ,2025-01-30,89.66,0.64,0.0711577068927058,1.0,361.76707251109104
NSE:ITCHOTELS-EQ,2025-01-31,162.95,0.62,0.1045719545872968,1.0,399.70233434348745
NSE:ASTERDM-EQ,2025-02-01,475.5,0.66,0.0443743427970557,0.0,417.4832370872258
NSE:SAILIFE-EQ,2025-02-01,655.4,0.61,0.1672261214525481,1.0,487.4645657182297
NSE:BHARTIARTL-EQ,2025-02-01,1623.25,0.71,0.064777452641306,0.0,519.1060559909985
NSE:ASTERDM-EQ,2025-02-03,468.6,0.67,0.0452411438326931,0.0,542.636248878342
NSE:ASTERDM-EQ,2025-02-04,473.8,0.67,0.0337695230054875,0.0,560.9945856914561
NSE:PSUBNKBEES-EQ,2025-02-05,70.31,0.65,0.009671454985066,0.0,566.4298910288219
NSE:ASTERDM-EQ,2025-02-06,479.9,0.71,0.0139612419254012,0.0,574.3519170131793
NSE:NH-EQ,2025-02-07,1405.0,0.62,0.2046263345195729,0.0,692.0840708503957
NSE:BANKIETF-EQ,2025-02-10,50.87,0.72,0.0300766660114016,0.0,712.9297289671857
NSE:HDFCSILVER-EQ,2025-02-12,91.6,0.64,0.058406113537118,1.0,754.6275897747671
NSE:HONASA-EQ,2025-02-12,204.71,0.67,0.1479654144887889,1.0,866.4343392949551
NSE:BANKIETF-EQ,2025-02-13,50.25,0.63,0.0338308457711443,0.0,895.7803766442371
NSE:INDHOTEL-EQ,2025-02-14,710.2,0.71,0.1164460715291466,0.0,1000.206928528887
NSE:CESC-EQ,2025-02-14,122.18,0.67,0.1780160419053854,1.0,1178.4378230738475
NSE:SAILIFE-EQ,2025-02-14,662.2,0.74,0.150709755360918,1.0,1356.1906088527207
NSE:INDIGO-EQ,2025-02-14,4223.3,0.67,0.1424241706722231,1.0,1549.487355762699
NSE:HEG-EQ,2025-02-14,340.65,0.69,0.2369000440334656,1.0,1916.7978786162141
NSE:ABCAPITAL-EQ,2025-02-14,152.74,0.62,0.0917244991488803,1.0,2092.7069285010716
NSE:NAVA-EQ,2025-02-14,364.1,0.68,0.2331776984344959,1.0,2580.9126912853094
NSE:HEG-EQ,2025-02-17,339.9,0.64,0.2558105325095617,1.0,3241.3931517362
NSE:AWL-EQ,2025-02-17,235.75,0.71,0.1232237539766702,1.0,3640.9330077613818
NSE:INDIGO-EQ,2025-02-17,4303.0,0.61,0.1742389030908668,1.0,4275.499420164147
NSE:AUBANK-EQ,2025-02-17,522.05,0.61,0.0899339143760177,0.0,4660.101752846278
NSE:SRF-EQ,2025-02-17,2747.8,0.63,0.1057937258898026,1.0,5153.217074031375
NSE:HDFCLIFE-EQ,2025-02-18,618.95,0.63,0.0959689797237256,0.0,5647.862027900772
NSE:NORTHARC-EQ,2025-02-18,167.29,0.8,0.0705361946320761,1.0,6046.311259350525
NSE:SAILIFE-EQ,2025-02-18,671.3,0.77,0.1351109786980486,1.0,6863.369402093103
NSE:MODEFENCE-EQ,2025-02-18,56.17,0.8,0.2070500267046465,1.0,8284.637270107038
NSE:MSUMI-EQ,2025-02-18,48.27,0.68,0.1214004557696291,0.0,9290.517411039858
NSE:RHIM-EQ,2025-02-18,382.6,0.78,0.2875065342394145,1.0,11961.889379713106
NSE:BHEL-EQ,2025-02-18,186.57,0.61,0.114595058155116,0.0,13332.77738388455
NSE:BANKIETF-EQ,2025-02-19,50.44,0.72,0.0299365582870738,0.0,13731.944787724076
NSE:SRF-EQ,2025-02-20,2795.9,0.62,0.0926356450516828,1.0,15004.10498659404
NSE:GLENMARK-EQ,2025-02-21,1300.8,0.75,0.1676276137761377,1.0,17519.374929957223
NSE:UNITDSPR-EQ,2025-02-21,1306.5,0.65,0.0869115958668197,1.0,19042.098675304824
NSE:ITCHOTELS-EQ,2025-02-21,162.71,0.69,0.2568987769651526,1.0,23934.24743461735
NSE:NH-EQ,2025-02-21,1396.8,0.61,0.234500286368843,1.0,29547.069812344234
NSE:HDFCLIFE-EQ,2025-02-21,622.85,0.63,0.1037167857429558,0.0,32611.70063818904
NSE:SUNPHARMA-EQ,2025-02-21,1643.75,0.64,0.1072243346007604,0.0,36108.575763652654
NSE:SUNPHARMA-EQ,2025-02-24,1639.5,0.65,0.1100945410186032,0.0,40084.04293372847
NSE:LTF-EQ,2025-02-24,134.25,0.69,0.1910614525139665,1.0,47742.74946073134
NSE:BHARTIARTL-EQ,2025-02-24,1601.3,0.61,0.1022294385811528,1.0,52623.56616386113
NSE:CUB-EQ,2025-02-24,147.96,0.66,0.1057042443903756,1.0,58186.20616658339
NSE:RHIM-EQ,2025-02-25,389.55,0.65,0.3502759594403798,1.0,78567.78563373857
NSE:LTF-EQ,2025-02-25,133.49,0.66,0.1978425350213498,1.0,94112.03335706642
NSE:HDFCLIFE-EQ,2025-02-25,622.15,0.62,0.1049586112673793,0.0,103990.00664038466
NSE:JSWSTEEL-EQ,2025-02-25,958.75,0.62,0.1211473272490222,1.0,116588.23915280258
NSE:LUPIN-EQ,2025-02-25,1899.2,0.68,0.1241575400168491,1.0,131063.67227845066
NSE:MOTILALOFS-EQ,2025-02-27,573.9,0.63,0.176075971423593,1.0,154141.01176919372
NSE:ITCHOTELS-EQ,2025-02-27,161.94,0.63,0.270841052241571,1.0,195888.99643139477
NSE:DBREALTY-EQ,2025-02-27,118.65,0.65,0.325410872313527,1.0,259633.73104762862
NSE:CUB-EQ,2025-02-27,146.55,0.66,0.116342545206414,1.0,289840.29648169247
NSE:MSUMI-EQ,2025-02-27,47.25,0.69,0.2160846560846561,1.0,352470.5533510698
NSE:LUPIN-EQ,2025-02-27,1891.05,0.61,0.1290024060707015,1.0,397940.23180483544
NSE:SUNPHARMA-EQ,2025-02-27,1647.5,0.61,0.1047040971168437,0.0,439606.30918652535
NSE:POWERGRID-EQ,2025-02-28,250.85,0.72,0.1849710982658959,1.0,520920.9559724722
NSE:SUVEN-BE,2025-02-28,104.16,0.7,0.2384792626728111,1.0,645150.039942866
NSE:MSUMI-EQ,2025-02-28,47.0,0.66,0.2225531914893617,1.0,788730.4628748314
NSE:CUB-EQ,2025-02-28,147.8,0.62,0.1069012178619755,0.0,873046.8168222083
NSE:WELSPUNLIV-EQ,2025-02-28,106.92,0.82,0.3233258511036289,1.0,1155325.7452504141
NSE:DMART-EQ,2025-02-28,3403.95,0.63,0.2309228983974501,1.0,1422117.145859732
NSE:AUROPHARMA-EQ,2025-02-28,1058.3,0.66,0.1629027685911368,1.0,1653784.1290839766
NSE:BAJAJCON-EQ,2025-02-28,155.54,0.63,0.0991384852770992,1.0,1817737.8817551539
NSE:HAL-EQ,2025-02-28,3088.2,0.69,0.439333592383913,1.0,2616331.6346925623
NSE:SIEMENS-EQ,2025-02-28,4623.5,0.64,0.1939007245593165,1.0,3123640.4282476357
NSE:GRANULES-EQ,2025-02-28,461.8,0.71,0.1205067128627112,1.0,3500060.188927543
NSE:GPPL-EQ,2025-02-28,124.95,0.63,0.1756702681072429,1.0,4114916.8763781996
NSE:NIFTYBEES-EQ,2025-02-28,248.45,0.64,0.0739384181927953,1.0,4419167.39515086
NSE:NH-EQ,2025-02-28,1444.5,0.7,0.1937348563516787,1.0,5275314.349379291
NSE:HINDPETRO-EQ,2025-02-28,293.75,0.7,0.2663829787234043,1.0,6680568.5658522425
NSE:WOCKPHARMA-EQ,2025-02-28,1155.5,0.66,0.3299870186066637,1.0,8885069.799482238
NSE:SURYAROSNI-EQ,2025-02-28,213.8,0.72,0.2366697848456499,1.0,10987897.593934065
NSE:GODREJCP-EQ,2025-02-28,1005.15,0.64,0.1636571655971746,1.0,12786145.933686493
NSE:NEXT50IETF-EQ,2025-02-28,60.07,0.62,0.1311802896620609,1.0,14463436.392109158
NSE:NCC-EQ,2025-02-28,175.0,0.65,0.2469714285714285,1.0,18035492.18689177
NSE:NBCC-EQ,2025-02-28,72.86,0.78,0.1844633543782596,1.0,21362379.758012075
NSE:PFC-EQ,2025-02-28,364.3,0.69,0.18816909140818,1.0,25382119.535562795
NSE:HDFCLIFE-EQ,2025-02-28,608.5,0.62,0.1471651602300738,1.0,29117483.37115794
NSE:CROMPTON-EQ,2025-02-28,321.15,0.64,0.1443250817375059,1.0,33319866.68301586
NSE:RHIM-EQ,2025-02-28,391.7,0.76,0.3987745723768189,1.0,46606982.6699627
NSE:PSUBNKBEES-EQ,2025-02-28,62.97,0.68,0.1308559631570588,1.0,52705784.40794098
NSE:BHARATFORG-EQ,2025-02-28,1016.5,0.61,0.190359075258239,1.0,62738808.978955805
NSE:CANBK-EQ,2025-02-28,80.9,0.67,0.1402966625463534,1.0,71540854.63113315
NSE:LICHSGFIN-EQ,2025-02-28,496.9,0.67,0.1783054940631918,1.0,84296982.24014583
NSE:BIOCON-EQ,2025-02-28,302.45,0.63,0.1729211439907423,0.0,98873713.01700029
NSE:BHEL-EQ,2025-02-28,179.17,0.67,0.2384885862588604,1.0,122453965.29107755
NSE:UTINIFTETF-EQ,2025-02-28,241.9,0.62,0.0754030591153368,1.0,131687368.95023112
NSE:NEXT50IETF-EQ,2025-03-03,60.41,0.61,0.1248137725542129,1.0,148123766.39146176
NSE:UTINIFTETF-EQ,2025-03-03,241.37,0.62,0.0777644280565106,1.0,159642526.4442344
NSE:SUNPHARMA-EQ,2025-03-03,1585.1,0.62,0.1481925430572204,1.0,183300358.5662776
NSE:KARURVYSYA-EQ,2025-03-03,199.97,0.65,0.0840626093914087,0.0,198709065.09380236
NSE:KRBL-EQ,2025-03-03,248.25,0.73,0.2157099697885197,1.0,241572591.73760143
NSE:SURYAROSNI-EQ,2025-03-03,225.65,0.72,0.1717261245291379,1.0,283056916.8808855
NSE:GODREJCP-EQ,2025-03-03,998.35,0.64,0.1715831121350228,1.0,331624703.7622354
NSE:JYOTICNC-EQ,2025-03-03,770.75,0.7,0.5180019461563412,1.0,503406946.2225954
NSE:ASTERDM-EQ,2025-03-03,394.0,0.65,0.2791878172588832,1.0,643952033.0106295
NSE:KIRIINDUS-EQ,2025-03-03,521.1,0.7,0.266551525618883,1.0,815598430.1015457
NSE:SETFGOLD-EQ,2025-03-03,73.61,0.62,0.0732237467735362,1.0,875319603.0894186
NSE:SULA-EQ,2025-03-03,253.65,0.62,0.1626256652868124,1.0,1017669036.0430496
NSE:GATEWAY-EQ,2025-03-03,58.99,0.7,0.1264621122224105,1.0,1146365612.0108602
NSE:OSWALAGRO-EQ,2025-03-03,59.01,0.72,0.4744958481613287,1.0,1690311335.85943
NSE:SHRIRAMPPS-EQ,2025-03-03,66.85,0.66,0.1443530291697831,1.0,1934312897.5751147
NSE:ADANIENT-EQ,2025-03-03,2117.1,0.64,0.1312644655424874,1.0,2188219446.398517
NSE:WOCKPHARMA-EQ,2025-03-03,1200.1,0.61,0.2805599533372219,1.0,2802146192.4522467
NSE:MARICO-EQ,2025-03-03,594.15,0.77,0.1125136749978961,1.0,3117425958.5589247
NSE:NIFTYBEES-EQ,2025-03-03,248.05,0.7,0.0756702277766578,1.0,3353322290.995615
NSE:PARAS-EQ,2025-03-03,417.48,0.71,0.2547906486538277,1.0,4207717452.9185185
NSE:MAHABANK-EQ,2025-03-03,44.64,0.62,0.1099910394265232,1.0,4670528669.288139
NSE:LXCHEM-EQ,2025-03-03,170.25,0.62,0.1200587371512481,1.0,5231266443.271631
NSE:GRAPHITE-EQ,2025-03-03,374.45,0.63,0.4020563493123248,1.0,7334530332.13555
NSE:BHARATFORG-EQ,2025-03-03,1030.25,0.72,0.1744722154816792,1.0,8614202088.875286
NSE:HDFCGOLD-EQ,2025-03-03,73.52,0.74,0.080658324265506,1.0,9309009194.329046
NSE:NORTHARC-EQ,2025-03-03,167.54,0.74,0.0728781186582309,1.0,9987432271.0568
NSE:SETFNIF50-EQ,2025-03-03,234.48,0.7,0.0756567724326169,1.0,10743049161.649977
NSE:JIOFIN-EQ,2025-03-03,200.92,0.69,0.1742982281505077,1.0,12615543595.633663
NSE:GLENMARK-EQ,2025-03-03,1313.2,0.65,0.1866433140420346,1.0,14970150460.95114
NSE:LUPIN-EQ,2025-03-03,1952.95,0.61,0.0932179523285286,1.0,16365637233.064201
NSE:TANLA-EQ,2025-03-03,426.05,0.82,0.2414035911278018,1.0,20316360832.462166
NSE:HINDUNILVR-EQ,2025-03-03,2176.85,0.78,0.0547350529434734,1.0,21428377918.300426
NSE:HINDPETRO-EQ,2025-03-03,297.8,0.67,0.2491605104096708,1.0,26767483497.92464
NSE:BAJAJHFL-EQ,2025-03-03,110.1,0.66,0.1587647593097184,1.0,31017216572.958267
NSE:MODEFENCE-EQ,2025-03-03,57.12,0.68,0.2598039215686274,1.0,39075611075.01605
NSE:RHIM-EQ,2025-03-03,389.85,0.7,0.4054123380787481,1.0,54917345923.19955
NSE:PSUBNKBEES-EQ,2025-03-03,62.71,0.69,0.1355445702439801,1.0,62361093975.435165
NSE:ITCHOTELS-EQ,2025-03-03,161.5,0.68,0.3207430340557276,1.0,82362980464.47134
NSE:BALUFORGE-BE,2025-03-03,443.4,0.83,0.5193955796120886,1.0,125141948441.91397
NSE:RELIANCE-EQ,2025-03-03,1171.25,0.62,0.1164994663820704,1.0,139720918657.52603
NSE:MRPL-EQ,2025-03-03,101.4,0.73,0.4561143984220907,1.0,203449641418.4415
NSE:HDFCSML250-EQ,2025-03-03,138.44,0.7,0.1412886449003178,1.0,232194765560.05
NSE:BANKBARODA-EQ,2025-03-03,195.91,0.63,0.193149915777653,1.0,277043164972.1787
NSE:POONAWALLA-EQ,2025-03-03,273.8,0.61,0.3036888239590941,1.0,361178077928.78864
NSE:J&KBANK-EQ,2025-03-03,92.12,0.64,0.0746851932262266,1.0,388152732468.05206
NSE:BANKIETF-EQ,2025-03-03,48.96,0.62,0.0802696078431372,1.0,419309600086.5851
NSE:RCF-EQ,2025-03-03,114.81,0.7,0.1791655779113317,1.0,494435446910.04663
NSE:INTELLECT-EQ,2025-03-03,647.55,0.62,0.1412246158597792,1.0,564261902967.5175
NSE:INTELLECT-EQ,2025-03-04,647.5,0.66,0.1413127413127413,1.0,643999299294.3427
NSE:ADANIPORTS-EQ,2025-03-04,1057.95,0.7,0.1456117963986955,1.0,737773194144.2388
NSE:BAJAJHFL-EQ,2025-03-04,110.86,0.8,0.1508208551325996,1.0,849044778179.133
NSE:ADANIENT-EQ,2025-03-04,2144.8,0.61,0.1329261469600894,1.0,961905029139.2019
NSE:INDHOTEL-EQ,2025-03-04,716.9,0.62,0.1968196401171711,1.0,1151226830801.4734
NSE:RHIM-EQ,2025-03-04,394.55,0.64,0.3886706374350525,1.0,1598674896961.8062
NSE:TANLA-EQ,2025-03-04,433.35,0.74,0.22049151955694,1.0,1951169154270.6697
NSE:BHARATFORG-EQ,2025-03-04,1022.8,0.7,0.1830269847477513,1.0,2308285761309.8335
NSE:DAMCAPITAL-EQ,2025-03-04,202.29,0.68,0.2674872707499134,1.0,2925722819713.7544
NSE:MOM100-EQ,2025-03-04,51.52,0.66,0.1135481366459626,1.0,3257933194234.936
NSE:NORTHARC-EQ,2025-03-04,166.23,0.76,0.1532214401732539,1.0,3757118410244.0156
NSE:COROMANDEL-EQ,2025-03-04,1611.7,0.66,0.3184835887572128,1.0,4953698964924.643
NSE:MARICO-EQ,2025-03-04,587.75,0.81,0.1271799234368354,1.0,5583710020013.017
NSE:IIFL-EQ,2025-03-04,283.6,0.64,0.2427715091678419,1.0,6939275728327.421
NSE:JAMNAAUTO-EQ,2025-03-04,70.85,0.66,0.1490472829922371,1.0,7973555921568.749
NSE:RELIANCE-EQ,2025-03-04,1161.9,0.65,0.1254841208365607,1.0,8974110576328.082
NSE:HDFCSILVER-EQ,2025-03-04,92.68,0.61,0.0692706085455328,1.0,9595752677105.299
NSE:AUROPHARMA-EQ,2025-03-04,1051.75,0.68,0.2049441407178511,1.0,11562345964055.87
NSE:JIOFIN-EQ,2025-03-04,206.38,0.64,0.1432309332299641,1.0,13218431566815.443
NSE:ATGL-EQ,2025-03-04,547.15,0.61,0.1731700630540071,1.0,15507468194716.125
NSE:GATEWAY-EQ,2025-03-04,58.86,0.63,0.1289500509683996,1.0,17507157008815.734
NSE:HDFCSML250-EQ,2025-03-04,139.94,0.75,0.1290553094183221,1.0,19766548573623.727
NSE:BANKBARODA-EQ,2025-03-04,195.92,0.64,0.2173336055532871,1.0,24062483844473.773
NSE:ASIANPAINT-EQ,2025-03-04,2132.1,0.82,0.1087660053468412,1.0,26679664090960.195
NSE:SETFNIF50-EQ,2025-03-04,234.06,0.62,0.0881825173032555,1.0,29032344031306.426
NSE:KTKBANK-EQ,2025-03-04,164.24,0.82,0.1647588894301023,1.0,33815680791457.3
NSE:ITCHOTELS-EQ,2025-03-04,162.93,0.69,0.3091511692137728,1.0,44269838045896.35
NSE:SUNPHARMA-EQ,2025-03-04,1566.5,0.68,0.1618257261410788,1.0,51433836733821.64
NSE:DMART-EQ,2025-03-04,3408.4,0.67,0.2309294683722567,1.0,63311425307108.75
NSE:HINDUNILVR-EQ,2025-03-04,2157.35,0.8,0.0642686629429624,1.0,67380365960609.94
NSE:UTINIFTETF-EQ,2025-03-04,240.82,0.62,0.0802258948592309,1.0,72786016115742.4
NSE:KIRLOSENG-EQ,2025-03-04,585.55,0.65,0.3252497651780378,1.0,96459650765632.81
NSE:HDFCLIFE-EQ,2025-03-04,616.5,0.63,0.1382806163828061,1.0,109798150729574.88
NSE:HINDUNILVR-EQ,2025-03-05,2170.45,0.74,0.0578451473196803,1.0,116149440933955.66
NSE:PTC-EQ,2025-03-05,148.53,0.61,0.1732983235709958,1.0,136277944331518.73
NSE:MARICO-EQ,2025-03-05,589.15,0.71,0.1575999321055758,1.0,157755339105653.7
NSE:KIRLOSENG-EQ,2025-03-05,601.7,0.61,0.2896792421472494,1.0,203453786182462.06
NSE:NORTHARC-EQ,2025-03-05,169.1,0.74,0.134240094618569,1.0,230765441690102.03
NSE:KTKBANK-EQ,2025-03-05,171.87,0.68,0.1130505614708791,1.0,256853604441243.56
NSE:OSWALAGRO-EQ,2025-03-05,59.62,0.61,0.4634350888963435,1.0,375888577448818.0
NSE:BAJAJFINSV-EQ,2025-03-05,1801.8,0.61,0.1222111222111222,1.0,421826342325180.5
NSE:GODREJCP-EQ,2025-03-05,991.35,0.67,0.1869672668583245,1.0,500694060638563.6
NSE:DAMCAPITAL-EQ,2025-03-05,206.84,0.66,0.2396054921678591,1.0,620663107463390.8
NSE:SUNPHARMA-EQ,2025-03-05,1582.45,0.71,0.1501153274984991,1.0,713834153106493.9
NSE:BAJAJHFL-EQ,2025-03-05,112.24,0.65,0.1366714183891661,1.0,811394879306187.8
NSE:MODEFENCE-EQ,2025-03-10,61.78,0.63,0.1647782453868564,1.0,945095103834141.8
NSE:BANKIETF-EQ,2025-03-10,49.01,0.63,0.0791675168332993,1.0,1019915936376000.0
NSE:TVSMOTOR-EQ,2025-03-10,2257.25,0.62,0.1301140768634399,1.0,1152621356915874.2
NSE:ITCHOTELS-EQ,2025-03-10,169.38,0.77,0.2592986184909671,1.0,1451494482407344.8
NSE:ABSLBANETF-EQ,2025-03-11,48.47,0.64,0.0965545698370125,1.0,1591642907776983.0
NSE:DMART-EQ,2025-03-11,3631.65,0.66,0.1552600057824955,1.0,1838761394842105.5
NSE:PNBGILTS-EQ,2025-03-11,76.15,0.63,0.2475377544320419,1.0,2293924261457649.5
NSE:BSE-EQ,2025-03-11,1269.92,0.67,0.5190484439964721,1.0,3484582080012999.5
NSE:DRREDDY-EQ,2025-03-12,1105.15,0.62,0.1101660408089399,0.0,3868464691641812.5
NSE:SULA-EQ,2025-03-12,250.4,0.77,0.1777156549520765,1.0,4555951427975920.0
NSE:UPL-EQ,2025-03-12,608.05,0.67,0.1040210509004193,0.0,5029866283365242.0
NSE:TVSMOTOR-EQ,2025-03-12,2259.0,0.63,0.1511730854360336,1.0,5790246688752241.0
NSE:ITCHOTELS-EQ,2025-03-12,169.27,0.61,0.2601169728835588,1.0,7296388129679524.0
NSE:PNBGILTS-EQ,2025-03-12,75.44,0.62,0.2592788971367974,1.0,9188187597024852.0
NSE:HINDUNILVR-EQ,2025-03-12,2192.9,0.81,0.094441150987277,1.0,1.00559306091749e+16
NSE:KTKBANK-EQ,2025-03-12,171.73,0.76,0.1139579572584872,1.0,1.1201883919729564e+16
NSE:ASHOKLEY-EQ,2025-03-12,196.11,0.65,0.1197797154658099,1.0,1.2543642388315804e+16
NSE:BANKIETF-EQ,2025-03-12,48.86,0.61,0.0947605403192796,1.0,1.3732284718604428e+16
NSE:IGIL-EQ,2025-03-12,295.45,0.7,0.376882721272635,1.0,1.890774555264269e+16
NSE:DELHIVERY-EQ,2025-03-12,240.29,0.8,0.1496525032252695,1.0,2.1737337004942124e+16
NSE:DMART-EQ,2025-03-12,3674.2,0.71,0.1504545207119917,1.0,2.5007817625575732e+16
NSE:RHIM-EQ,2025-03-13,392.3,0.62,0.3966352281417282,1.0,3.4926799074822696e+16
NSE:DRREDDY-EQ,2025-03-13,1107.95,0.61,0.107360440453089,0.0,3.86765556071122e+16
NSE:HINDUNILVR-EQ,2025-03-13,2174.8,0.87,0.1035497517013057,1.0,4.268150333689042e+16
NSE:ASHOKLEY-EQ,2025-03-13,196.63,0.69,0.1168183898692976,1.0,4.766748783390701e+16
NSE:IDFCFIRSTB-EQ,2025-03-13,53.48,0.71,0.1869857890800299,1.0,5.658063065999284e+16
NSE:INDIGO-EQ,2025-03-13,4700.85,0.61,0.1374538647265919,1.0,6.435785701287675e+16
NSE:DELHIVERY-EQ,2025-03-13,241.76,0.71,0.1426621442753144,1.0,7.353928689529782e+16
NSE:DBREALTY-EQ,2025-03-13,117.79,0.62,0.6852024789880294,1.0,1.239285885789678e+17
NSE:PNBGILTS-EQ,2025-03-13,75.24,0.72,0.2626262626262627,1.0,1.564754906300099e+17
NSE:BANKIETF-EQ,2025-03-13,48.84,0.62,0.1074938574938574,1.0,1.7329564472107357e+17
NSE:KTKBANK-EQ,2025-03-13,171.71,0.78,0.1181643468638983,1.0,1.9377301139389738e+17
